,Center,Center Latitude,Center Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
161,1,40.77759970986768,-73.95124810874653,Ateaz Organic Coffee & Tea,40.77512350306485,-73.95381298270253,Café
162,1,40.77759970986768,-73.95124810874653,Green Kitchen,40.776597798373935,-73.95271457810559,Diner
163,1,40.77759970986768,-73.95124810874653,Mughlai Indian Cuisine,40.78020580283837,-73.95008785684102,Indian Restaurant
164,1,40.77759970986768,-73.95124810874653,Wa Jeal Sichuan Chili House,40.77542555721309,-73.95334210414147,Szechuan Restaurant
165,1,40.77759970986768,-73.95124810874653,Polish Nail Salon,40.7757911457752,-73.95031891699557,Nail Salon
166,1,40.77759970986768,-73.95124810874653,Mei-jin Ramen,40.77502,-73.953579,Ramen Restaurant
167,1,40.77759970986768,-73.95124810874653,Luke's Lobster,40.774804917483856,-73.95442332975948,Seafood Restaurant
168,1,40.77759970986768,-73.95124810874653,Emack & Bolio's Ice Cream,40.773874901539344,-73.95161656040777,Ice Cream Shop
169,1,40.77759970986768,-73.95124810874653,Chick-Fil-A,40.77925554344363,-73.95395230307577,Fast Food Restaurant
170,1,40.77759970986768,-73.95124810874653,Serendipity Nails & Spa,40.776830551170484,-73.95244360707173,Spa
171,1,40.77759970986768,-73.95124810874653,16 Handles,40.775063968818486,-73.95410368526746,Ice Cream Shop
172,1,40.77759970986768,-73.95124810874653,Variety Coffee Roasters,40.77889926886048,-73.9559004150256,Coffee Shop
173,1,40.77759970986768,-73.95124810874653,Bagel Bob's on York,40.776459,-73.9469717,Bagel Shop
174,1,40.77759970986768,-73.95124810874653,Dig Inn,40.7803316,-73.9547278,American Restaurant
175,1,40.77759970986768,-73.95124810874653,Papaya King,40.778918507433154,-73.95404719455027,Hot Dog Joint
176,1,40.77759970986768,-73.95124810874653,Hummus Kitchen,40.776372417174464,-73.95282795770578,Mediterranean Restaurant
177,1,40.77759970986768,-73.95124810874653,Inase Sushi,40.77460731028703,-73.95099236513252,Japanese Restaurant
178,1,40.77759970986768,-73.95124810874653,GAP,40.778115190099,-73.95432451438508,Clothing Store
179,1,40.77759970986768,-73.95124810874653,San Matteo Pizzeria e Cucina,40.77467365540778,-73.9542213231802,Italian Restaurant
180,1,40.77759970986768,-73.95124810874653,Miss Madeleine,40.774051,-73.951013,Dessert Shop
181,1,40.77759970986768,-73.95124810874653,Chipotle Mexican Grill,40.777706235645894,-73.95446382820705,Mexican Restaurant
182,1,40.77759970986768,-73.95124810874653,Hutch and Waldo,40.77476755883795,-73.95438884357908,Coffee Shop
183,1,40.77759970986768,-73.95124810874653,New York Yoga - Hot Yoga,40.778909508752214,-73.95615953339332,Yoga Studio
184,1,40.77759970986768,-73.95124810874653,Flex Mussels,40.776336676544645,-73.95643047622309,Seafood Restaurant
185,1,40.77759970986768,-73.95124810874653,Libertador Parrilla Argentina,40.779898530135924,-73.95037957977502,Argentinian Restaurant
186,1,40.77759970986768,-73.95124810874653,Insomnia Cookies,40.77518619361774,-73.95375954510271,Dessert Shop
187,1,40.77759970986768,-73.95124810874653,Park East Wines & Spirits,40.7767153521551,-73.94666330721658,Liquor Store
188,1,40.77759970986768,-73.95124810874653,The Brown Cup,40.77948635648612,-73.95060567134232,Coffee Shop
189,1,40.77759970986768,-73.95124810874653,DTUT,40.78081764919819,-73.94935011863708,Coffee Shop
190,1,40.77759970986768,-73.95124810874653,Ethyl's Alcohol & Food,40.77699064154686,-73.95237618153155,Bar
191,1,40.77759970986768,-73.95124810874653,Kings' Carriage House,40.775458849152535,-73.95385688304751,Tea Room
192,1,40.77759970986768,-73.95124810874653,Jacques,40.77802784035509,-73.95419542834571,French Restaurant
193,1,40.77759970986768,-73.95124810874653,Agora Turkish Restaurant,40.77491934703726,-73.95413249731064,Turkish Restaurant
194,1,40.77759970986768,-73.95124810874653,H&H Midtown Bagels East,40.774446,-73.954479,Bagel Shop
195,1,40.77759970986768,-73.95124810874653,Pio Pio,40.779887080282116,-73.94720193653723,Peruvian Restaurant
196,1,40.77759970986768,-73.95124810874653,Kaia Wine Bar,40.78177568619958,-73.9517175753649,Wine Bar
197,1,40.77759970986768,-73.95124810874653,By the Way Bakery,40.777947796529745,-73.9566690328144,Bakery
198,1,40.77759970986768,-73.95124810874653,Barnes & Noble,40.77931697280991,-73.95512555934548,Bookstore
199,1,40.77759970986768,-73.95124810874653,Crown Wines & Liquors,40.77550353141513,-73.95350440814472,Liquor Store
200,2,40.78510448953667,-73.97714545863158,AMC Loews 84th Street 6,40.78677027405666,-73.97760838294472,Movie Theater
201,2,40.78510448953667,-73.97714545863158,Orwasher's Bakery,40.78455538760141,-73.9773885919887,Bakery
202,2,40.78510448953667,-73.97714545863158,Amorino,40.78368236982977,-73.97794864947821,Ice Cream Shop
203,2,40.78510448953667,-73.97714545863158,Zabar's,40.784624903925405,-73.97945623311766,Food & Drink Shop
204,2,40.78510448953667,-73.97714545863158,Jacob's Pickles,40.78665323745776,-73.9756219616424,Southern / Soul Food Restaurant
205,2,40.78510448953667,-73.97714545863158,Maison Pickle,40.786989737086394,-73.97778714345775,American Restaurant
206,2,40.78510448953667,-73.97714545863158,Luke's Lobster,40.784146813428826,-73.97765609049912,Seafood Restaurant
207,2,40.78510448953667,-73.97714545863158,Joe’s Steam Rice Roll,40.784068,-73.977884,Asian Restaurant
208,2,40.78510448953667,-73.97714545863158,Van Leeuwen Ice Cream,40.784914,-73.977378,Ice Cream Shop
209,2,40.78510448953667,-73.97714545863158,Peacefood Cafe,40.78516588233606,-73.97706383152412,Vegetarian / Vegan Restaurant
210,2,40.78510448953667,-73.97714545863158,Barnes & Noble,40.786116331483534,-73.97864520549774,Bookstore
211,2,40.78510448953667,-73.97714545863158,Caledonia Bar,40.78409048478559,-73.9777126525013,Bar
212,2,40.78510448953667,-73.97714545863158,Flor de Mayo,40.785966049770074,-73.9763123251348,Peruvian Restaurant
213,2,40.78510448953667,-73.97714545863158,Celeste,40.786688640728016,-73.97573727885354,Italian Restaurant
214,2,40.78510448953667,-73.97714545863158,NY Loves Yoga,40.78520461497391,-73.97516970544969,Yoga Studio
215,2,40.78510448953667,-73.97714545863158,Knitty City,40.78339490229496,-73.9789094981628,Arts & Crafts Store
216,2,40.78510448953667,-73.97714545863158,Swagat,40.783573082941615,-73.97803042905113,Indian Restaurant
217,2,40.78510448953667,-73.97714545863158,Land Thai Kitchen,40.784867513584636,-73.97712178279812,Thai Restaurant
218,2,40.78510448953667,-73.97714545863158,Crave Fishbar,40.78421430172268,-73.97758646823992,Restaurant
219,2,40.78510448953667,-73.97714545863158,Fred's Restaurant,40.785657789223166,-73.97653947514475,American Restaurant
220,2,40.78510448953667,-73.97714545863158,Bluestone Lane,40.78354929557711,-73.9777198433876,Café
221,2,40.78510448953667,-73.97714545863158,Sarabeth's West,40.783991183741506,-73.97771267491618,Breakfast Spot
222,2,40.78510448953667,-73.97714545863158,Eléa,40.78753120889783,-73.97668142481366,Greek Restaurant
223,2,40.78510448953667,-73.97714545863158,Jin Ramen,40.78526069203778,-73.97683897404411,Ramen Restaurant
224,2,40.78510448953667,-73.97714545863158,Irving Farm Coffee Roasters,40.78358219999489,-73.97936938995414,Coffee Shop
225,2,40.78510448953667,-73.97714545863158,Town Shop,40.78549,-73.97863,Lingerie Store
226,2,40.78510448953667,-73.97714545863158,Sushi Nonaka,40.783648,-73.97834,Sushi Restaurant
227,2,40.78510448953667,-73.97714545863158,George Keeley NYC,40.785837,-73.975986,Pub
228,2,40.78510448953667,-73.97714545863158,Tiki Chick,40.786854,-73.97541,Tiki Bar
229,2,40.78510448953667,-73.97714545863158,Han Dynasty,40.78761996790675,-73.97635945297974,Chinese Restaurant
230,2,40.78510448953667,-73.97714545863158,Grill 212,40.78404223043858,-73.97885000305396,Middle Eastern Restaurant
231,2,40.78510448953667,-73.97714545863158,Banksy - Upper West Side,40.78364896637176,-73.97962982928297,Street Art
232,2,40.78510448953667,-73.97714545863158,Momoya,40.78415118717988,-73.97754414002097,Sushi Restaurant
233,2,40.78510448953667,-73.97714545863158,The Milling Room,40.78353091218605,-73.97429517481174,American Restaurant
234,2,40.78510448953667,-73.97714545863158,Insomnia Cookies,40.783377746750645,-73.97826149997306,Dessert Shop
235,2,40.78510448953667,-73.97714545863158,Two Wheels,40.784134,-73.977736,Vietnamese Restaurant
236,2,40.78510448953667,-73.97714545863158,Emack and Bolio's Ice Cream,40.78292335812974,-73.9785153718036,Ice Cream Shop
237,2,40.78510448953667,-73.97714545863158,e's BAR,40.786789787793204,-73.97565381430984,Bar
238,2,40.78510448953667,-73.97714545863158,Jerry Seinfeld & Cosmo Kramer Apartment,40.783757382774034,-73.9755097953108,Historic Site
239,2,40.78510448953667,-73.97714545863158,Crunch Fitness - 83rd Street,40.78526946430776,-73.9758449792862,Gym / Fitness Center
240,2,40.78510448953667,-73.97714545863158,Modern Bread & Bagel,40.784434000000005,-73.97404399999999,Israeli Restaurant
241,2,40.78510448953667,-73.97714545863158,Barachou,40.78474,-73.97701,Bakery
242,2,40.78510448953667,-73.97714545863158,Tacombi,40.782514,-73.978539,Mexican Restaurant
243,2,40.78510448953667,-73.97714545863158,Serious Strength Personal Training,40.782452,-73.978269,Gym / Fitness Center
244,2,40.78510448953667,-73.97714545863158,Daily Provisions,40.78224746176124,-73.97871494293211,Café
245,2,40.78510448953667,-73.97714545863158,Canine Styles,40.784240376329606,-73.979719673461,Pet Store
246,2,40.78510448953667,-73.97714545863158,West Side Wine,40.7845634,-73.97336349999999,Wine Shop
247,2,40.78510448953667,-73.97714545863158,Baked By Melissa,40.78715813493247,-73.97741292207805,Cupcake Shop
248,2,40.78510448953667,-73.97714545863158,Polarn O. Pyret,40.783109,-73.975038,Kids Store
249,2,40.78510448953667,-73.97714545863158,Made In New York Pizza,40.783857,-73.977491,Pizza Place
250,2,40.78510448953667,-73.97714545863158,Devachan Salon,40.783312,-73.979395,Health & Beauty Service
251,2,40.78510448953667,-73.97714545863158,Chalait,40.78511509480019,-73.9768684721827,Café
252,2,40.78510448953667,-73.97714545863158,Flame,40.78412042372414,-73.97453725869005,Asian Restaurant
253,2,40.78510448953667,-73.97714545863158,The Dead Poet,40.78486750677087,-73.97713849349478,Pub
254,2,40.78510448953667,-73.97714545863158,Vin Sur Vingt,40.785077486405,-73.97285410928457,Wine Bar
255,2,40.78510448953667,-73.97714545863158,Broad Nosh Bagels,40.78718,-73.9755,Bagel Shop
